DateTime,Title_Text
2022-07-29,"하이브, 신인 걸그룹 뉴진스 앨범 선주문 44만장 돌파..5%대 강세 [특징주]걸그룹 뉴진스 앨범 선주문 44만장 돌파…하이브 4%대↑ [특징주] 신인 걸그룹 '뉴진스' 기대감에 하이브 4%↑ '뉴진스' 앨범 선주문 44만장 돌파…하이브 상승세 네이버·하이브 5% 안팎 강세…성장주에 '훈풍' 부나 [특징주] 하이브, 신인 걸그룹 ‘뉴진스’ 앨범 선주문량 급증에 강세"
2022-08-01,"하이브, 3일 기업설명회 개최 프리미엄 소형주택 포스코 ‘이노하이브 온’ 건축주 발길 ‘북적’ 하이브 주가 살린 걸그룹 ‘뉴진스’와 ‘우영우’ 돌풍…7월 핫이슈"
2022-08-02,"하이브플래닛, 온라인 중심 분양광고 '고객맞춤 원스톱 서비스' 기관 매도에 코스피 하락, 하이브 4.16% ↓ [마감시황]"
2022-08-03,"하이브, 2분기 영업익 883억…전년비 215.3% ↑ 하이브, 2분기 영업익 883억…전년比 215.3%↑ 하이브, 2분기 영업익 883억원…전년比 215.3%↑[주목 e공시] 하이브, 2분기 영업익 883억…전년비 215.3%↑ 하이브, 2Q 영업익 883억...전년비 215.3%↑ [특징주] 하이브, 2분기 영업익 215% 급증 소식에 강세 하이브, 2분기 영업익 883억원… 전년比 2배 ↑, 사상 최대 하이브, 2분기 매출 5122억·영업익 883억으로 사상최대 실적 [특징주] 하이브, 2분기 최대 실적 달성에 강세…BTS·세븐틴 등 인기 효과 [특징주]하이브, 2분기 역대 최대 실적에 '강세' 하이브, 올해 2분기 영업익 883억 원…""역대 최대 실적"" 하이브, 2분기 영업익 215％↑…""BTS 입대 시기 미정""(종합) 하이브=BTS 아니다…수익원 다각화하며 2분기 역대 최대 실적 하이브, 2분기 영업익 215％ 증가…“BTS 입대 시기나 방식 미정”"
2022-08-04,"[클릭 e종목]""하이브, 2분기 실적 양호…목표가는 36%↓"" 하이브, 목표주가 37만→22만-DB 하이브, 신인 빠르게 안착·사업 확장성 기대-삼성 하이브, 2분기 사상 최대 실적…""방탄소년단 빛났다""-키움 하이브, ‘BTS 입대 불확실성’ 보수적 접근 필요… 목표가↓-케이프 하이브, 하반기 고른 성장…BTS 군입대 불확실성은 지속-유진 하이브, BTS 솔로 활동으로 완전체 활동 중단 영향 상쇄 전망…실적 흐름 기대-DB ""하이브, 2분기 호실적에도 BTS 부재 영향 크다…목표가 37%↓""-IBK 하이브, 뉴진스·르세라핌도 '대박'…목표주가 31만원 -NH투자證 하이브, 새로운 것들에 주목-NH투자증권 ""하이브, BTS 완전체 없는 하반기에도 실적 선방 전망"" [마켓PRO] Today's Pick : 에코프로비엠, 하이브, 카카오뱅크 [클릭 e종목]""하이브, 2Q 호실적 달성…하반기 신사업 가시화 관심"" 이베스트투자증권 “하이브, 2분기 깜짝실적...BTS 부재에도 외형성장” 증권가, 하이브 분기 최대 실적에도 목표가↓…""BTS 부재 반영"" ""BTS 부재""…하이브 분기 최대 실적에도 목표가 하향 BTS 없어도…증권가 “하이브, 25% 이상 더 오를 수” BTS 없는 하이브, 적정주가는? '하이브=BTS' 공식 깨지나…하이브, 2분기 영업익 사상 최대 증권가, 하이브 분기 최대 실적에도 목표가↓…""BTS 부재 반영""(종합) 하이브, 사상최대 실적에도 목표주가 내리는 이유는? BTS 여동생도 만만찮네...한달간 주가 15% 오른 하이브"
2022-08-05,"하이브, 최대 실적에도 증권가 목표가 줄하향… ""BTS 부재 영향"" 박보균 장관, 오늘 하이브·SM·YG·JYP 관계자 만난다"
2022-08-08,[손엄지의 주식살롱] 하이브와 압타바이오가 놓친 공시의 기본
2022-08-10,하이브 CEO 제친 '연봉 5억' 그녀…방시혁이 채온 민희진 누구 휘닉스 평창서 방탄소년단을 느껴요...하이브의 콘텐츠×여행상품
2022-08-12,"아센디오, 웹툰 원작 ‘하이브’ OTT 드라마로 제작…마동석 주연 확정 아센디오, 웹툰 원작 ‘하이브’ OTT 드라마로 제작…마동석 주연 확정 아센디오, 마동석과 거대곤충 잡는다…웹툰 '하이브' OTT 드라마 제작 아센디오, 웹툰 ‘하이브’ OTT 드라마로 제작…마동석 주연"
2022-08-14,하이브 주주들 '방긋'…주가 점프하게 만든 역대급 신인 '뉴진스' [연계소문]
2022-08-16,BTS? 이젠 '뉴진스'…하이브 주가 반등
2022-08-17,"""MSCI반기리뷰, 우리금융·하이브·LG엔솔 매수세 예상"""
2022-08-19,"괴물 걸그룹 나왔다, 데뷔 첫 음방서 1위…하이브 주가도 '들썩' 태그하이브, 누적 수출 10억 달성.. '클래스사티' 인도 1,300개 학교 공급"
2022-08-20,"에듀테크 기업 '태그하이브', 수출액 10억 초과 달성"
2022-08-21,"신한금투 ""하이브, 걸그룹 론칭 성공적‥추가적인 M&A필요"""
2022-08-22,"[기업탐구] 하이브, 아이돌·콘텐츠 양날개 ‘실적 서프라이즈’"
2022-08-26,"바닥 찍은 하이브, 다시 뛸 채비 [엔터Biz-D] 하이브, 1.15%↑…하루 만에 상승 전환"
2022-08-30,"하이브, 자회사 위버스컴퍼니 유증 참여..""해외사업 확대"""
2022-08-31,"""BTS 군대 안 가나요?""…대국민 여론조사에 하이브 주가 '쑥' BTS 군대 안 가나… 하이브 5% 급등 [증시이슈] ""BTS 군대 면제 되나?""…병역문제 여론조사 소식에 하이브 급등 [특징주] 하이브, 'BTS 병역문제 여론조사 실시'에 6%대 급등 ""BTS 병역특례 여론조사""…하이브 6%대 급등 “BTS 軍 면제?” 국방부 여론조사에 하이브株 ‘급등’ [엔터Biz-D] 하이브, BTS 軍면제 여론조사 소식에 급등세"
2022-09-01,"BTS 군면제 가능성 솔솔… 병역 여론조사 소식에 하이브 '들썩' [특징주]롤러코스터 타는 하이브…급등 하루 만에 8%대 급락 [특징주] BTS 군면제 기대감에 급등했던 하이브, 6% 넘게 하락 '방탄' 병역 특례 기대감에 상승했던 하이브 주가, 하루만에 제자리 유안타證 “엔터주, 하이브·SM보다 YG·JYP 유망” 시장은 BTS 軍 입대에 베팅?…하이브 주가 하루 만에 '뚝' [한경라씨로] 하이브, 주가 급등 하루만에 추락 [특징주]'BTS 병역문제 여론조사 실시' 하이브, 8% 넘게 급락 [특징주] 하이브 주가 급등 하루 만에 8%대 급락 BTS 군면제 기대감에 '껑충' 하이브 주가, 하루 만에 '뚝' BTS 군입대 못 미루나…하이브 8%대 급락 [마감시황] BTS 병역 특례 기대감에…'쑥' 올랐다 '뚝' 떨어진 하이브 주가 코스피 2% 넘게 하락‥한전기술·하이브 ↓ 하이브 주가 급등 하루 만에 8%대 급락 코스피 2% 넘게 급락…BTS 군입대 울고 웃는 하이브 주가[오늘의 증시경향]"
2022-09-02,"하이브 'BTS 군대' 놓고 주가 널뛰기…""르세라핌·뉴진스 주목할 때"" [특징주] 하이브, BTS 군 입대 이슈에 롤러코스터…8% 급락 하루 만에 소폭 반등 호반건설, 교육여건 좋은 '호반써밋 하이브파크' 공급 호반건설, 학세권 단지 ‘호반써밋 하이브파크’ 계약 중 K팝 ETF, 뉴욕증시 상장...하이브·CJ ENM·JYP 편입 'K팝 ETF' 美뉴욕증시 상장…하이브·CJ ENM·네카오 편입"
2022-09-03,"“입대냐, 면제냐”…BTS 병역면제에 흔들리는 하이브"
2022-09-04,"하이브·SM에 YG까지 모았다…K-POP 팬심 흔들 美 ETF 등장 ""피, 땀, 눈물 쏙 뺐다""…하이브의 숨가빴던 72시간 [박병준의 기승쩐주(株)] [내일사볼까]한화證 ""엔터주 최선호 'JYP'차선호 '하이브'"""
2022-09-05,"[특징주]하이브 '강세'…日 보이그룹 '앤팀' 12월 데뷔 [특징주] 하이브, 日 9인조 아이돌 ‘앤팀’ 데뷔 확정에 장 초반 강세 'K팝 ETF' 美 뉴욕증시 상장에 관련주↑… 하이브·JYP 등 상승세"
2022-09-06,"[클릭 e종목]""하이브, 음반·신인데뷔·플랫폼 모두 순항 중"" 하이브, BTS 외 TXT·엔하이픈도 월드투어…목표가 21만원 -대신證 ""하이브, BTS 이외 아티스트들도 모두 상승 가도""-대신 하이브, BTS 외 아티스트 모두 상승 가도…목표가 21만원-대신증권 대신證 ""하이브, 소속 아티스트 모두 상승 가도…목표가 21만 원"" ""BTS 없어도 괜찮다…하이브 목표주가 21만원 제시"" 대신 코스피 2,410선 회복‥하이브 이틀째 하락"
2022-09-13,"하이브, BTS 병역 특례 '설왕설래'...주가 3%대 '강세' BTS 병역특례 ‘설왕설래’에 하이브 주가는 반등"
2022-09-19,"하이브, BTS 대체복무 찬성 여론 60.9%에...5%대 '강세' [특징주] 하이브 6% 급등…BTS 병역 특례 국민 60%가 ‘찬성’ [특징주] 하이브, BTS 병역특례 '찬성 60%' 여론조사에 5%대 강세 [특징주] 하이브, 'BTS 병역특례 찬성 60%'에 5%대 급등 [특징주] 하이브, BTS 병영특례 기대감에 장 초반 강세 하이브, BTS 대체복무 찬성 여론·르세라핌 컴백 속 5%대 강세 [ET라씨로] 하이브 4%대↑...BTS 병역특례 '찬성 60%' 여론조사 결과 국민 10명 중 6명 BTS 대체복무 찬성…하이브 3%대 강세 BTS 병역특례 기대감 '물씬'…하이브 4%대 ↑ BTS 병역특례 찬성 60%…하이브, 주가 5%대 '급등' [특징주]하이브, 방탄소년단 병역특례 기대감에 장 중 6%대 ↑ 60% 찬성한 BTS 병역특례, 하이브 주가 급등 [증시이슈] K팝 vs.K드라마, 대세는?…하이브 부활에 답 있다 BTS 병역특례 ‘찬성’ 60%에 하이브 주가 강세 코스피·코스닥 1% 넘게 하락‥하이브 3% 넘는 강세 [특징주] 하이브, BTS 병역특례 찬성 60% 소식에 강세 BTS 대체복무 찬성 여론에 하이브 3%대 강세 [특징주] 하이브, BTS 병역특례 '찬성 60%' 여론조사에 강세(종합) 국민 10명 중 6명 BTS 대체복무 찬성…하이브 2% 상승(종합) BTS 병역특례 찬성 60%…하이브 2%대 상승 코스피 1%대 하락…하이브 BTS 대체복무 ‘찬성 60%’ 설문조사에 강세[오늘의 증시경향] 하이브, 코스피서 2.27% 상승 마감… 홀로 ‘반짝’ 왜?"
2022-09-21,"래코드X하이브 인사이트, BTS 무대의상 업사이클링 굿즈로"
2022-09-22,"하이브, BTS 부산콘서트에 ""비용보다 가치있는 결과에 집중"" 호소 하이브와 합작 `레벨스` 설립… 이석우 ""글로벌 무대서 놀겠다"" [UDC 2022] 이석우 두나무 대표 “하이브와 합작한 ‘레벨스’가 올해 최대 역점사업” 이석우 두나무 대표 ""하이브와 합작법인, 해외진출 숨통"" 매출 ‘98%’ 수수료인 두나무…하이브와 NFT로 변신 꾀한다 [UDC 2022]"
2022-09-23,"10개월 만에 시총 11조 증발한 하이브의 고민 ""플랫폼 가고, 디지털지갑 온다""…하이브아메리카 대표가 전한 블록체인 미래 [UDC 2022] 하이브 아메리카 “NFT 활용한 디지털 경제 펼칠 것” [UDC 2022] 이재상 하이브 아메리카 대표 “블록체인 확장성 한계, NFT가 해답” [단독] 송치형 두나무 회장, 미국 체류중…""하이브 레벨스 사업 집중"""
2022-09-25,[UDC 2022]하이브아메리카 “디지털아트 버블 꺼져도 '확장성' 있으면 NFT 미래 밝다”
2022-09-26,"[단독] 아이유 음색으로 임재범 창법을…하이브가 450억 들여 인수한 회사 하이브시스템, 장애인 선수 전속계약 통해 '중기 ESG' 모범 부각"
2022-09-27,"하이브 이어 구찌·프라다·스타벅스까지… NFT로 금맥 찾는 기업들 “엔터주 경기변동과 무관…최선호 ‘하이브’, 차선호 ‘JYP’” - 한국투자증권 디어유·하이브, 킹달러 수혜주 눈에띄네"
2022-09-28,"'BTS' 날개 달던 하이브, 공모가 밑 '추락'…최고가 대비 '-70%'"
2022-09-29,BTS 개별 활동 선언 후 소속사 하이브 시총 14조 증발
2022-09-30,[특징주] 하이브 등 엔터주 강세…강달러 수혜·실적 기대 맞물려 게임 제작 플랫폼 ‘하이브’ 업그레이드…NFT 민팅도 손쉽게
2022-10-04,"하이브, BTS 활동 감소 속 세븐틴·뉴진스 기대…목표가↓-현대차 하이브, 3분기 실적 기대치 부합 전망…목표가는 ↓-현대차證 두나무-하이브 합작사 '레벨스', 수집 플랫폼 '모먼티카' 선보인다"
2022-10-05,"두나무·하이브, 10월 중 디지털 콜렉터블 플랫폼 ‘모먼티카’ 출시"
2022-10-06,"BTS 그룹 활동 중단했지만…증권가, 하이브 저평가됐다 이유는? 하이브, 주가 하락 과도하지만 플랫폼 성장 지연…목표가↓-NH 하이브, 엔터 견조하지만 플랫폼 사업은 성장 지연…목표가↓-NH NH證 ""하이브, 플랫폼 성장 지연에 목표가↓…엔터는 견조"" NH證 ""하이브, 플랫폼 성장 다소 지연…목표가↓"" ""하이브, 플랫폼 부문 성장 다소 지연…목표가 19%↓""-NH 하이브, 우려만 반영된 주가…목표가↓-NH증권 ""하이브, 플랫폼 부문 성장 지연…목표가 25만원으로 하향"" NH투자 ""하이브, BTS 우려 인한 주가하락 과도…목표주가는↓"" 하이브, BTS 외 세븐틴·TXT·르세라핌·뉴진스까지…'매수' 의견 -NH투자證 하이브, ""플랫폼 성장 부진...엔터는 고성장""-NH ""하이브, BTS 우려 인한 주가하락 과도"" 진, 입대 시한 12월…“하이브, BTS 매출 의존도 꾸준히 감소”"
2022-10-07,"[클릭 e종목]""하이브, BTS 불확실성 장기화로 주가 부진"" …목표가 22%↓ 하이브, BTS 외 '밀리언셀러' 라인업 보유…'매수' 유지 -삼성證 [특징주] BTS 불확실성에 하이브 52주 신저가 [특징주] 하이브, BTS 불확실성에 목표가 하락까지…장중 6%↓ [특징주] 하이브, BTS 불확실성 장기화에 부진한 주가…52주 신저가 경신 [특징주] 하이브, 방탄소년단 불확실성 반영...52주 신저가 경신 삼성증권, 하이브 목표주가 22% 하향…""레이블·플랫폼 가치↓"" [특징주] 하이브, 방탄소년단 활동 불확실성 장기화에 장중 '52주 신저가' 주가 71% 빠진 하이브, 또 신저가…""그래도 괜찮다""는 증권가, 왜 삼성증권, 하이브 목표주가 21만원, 22% 하향 ""BTS 불확실성 커졌다""…하이브 목표주가 잇달아 '뚝' BTS 입대 불확실성…하이브 목표주가 '뚝'"
2022-10-08,"BTS 군대 놓고 설왕설래… 불확실성 장기화에 하이브 주가는 '출렁' 'BTS 軍입대 이슈' 하이브 또 신저가…""그래도 괜찮다"" 왜? BTS 군문제에 22만 개미들은 '피눈물'…하이브 주가 올해 64.76%↓ 고점 대비 70% 폭락한 하이브, 증권가 전망은"
2022-10-10,"하이브, BTS 군입대 우려에 64% 급락…증권가 “지나친 저평가” RM “조만간 많은 것 정리”…하이브, BTS 의존도 줄일 수 있을까"
2022-10-11,"그래서 BTS가 군대를 가는 거야, 마는 거야…하이브는 어느새 -70%↓"
2022-10-12,"""내년부터 입영통보 대상""…하이브, 상장 이후 최저가 [특징주] 하이브, 병역특례 논의 장기화에 4% 넘게 하락"
2022-10-13,"하이브 방시혁, 50억원 기부...""사회에 환원하고자"""
2022-10-14,"하이브, 내달 3일 3분기 실적발표 기업설명회 개최"
2022-10-16,달러 긴급조달한 넷마블…하이브 담보로 10억달러 차환 [김익환의 컴퍼니워치]
2022-10-17,"BTS·뉴진스도 못막은 '하이브' 폭락…추가 리스크 덮쳤다 [김익환의 컴퍼니워치] 하나증권 “하이브, 미뤄진 BTS 군입대 이슈… 연내 저점 전망” 뉴진스 돌풍에도 '하이브' 또 폭락…반대매매 우려까지[특징주] [특징주] 하이브, BTS 군입대 논의 지연에 하락세 [특징주]BTS 군입대 논의 지연에 하이브 5%대 약세 ""BTS, 부산 보랏빛으로 물들였지만""…하이브, 11만원선 '붕괴' [특징주] 하이브, 미뤄지는 BTS 군 입대 논의에 5% 넘게 하락 5% 하락한 하이브, BTS 군입대 논의 언제까지 [증시이슈] [ET라씨로] 하이브, BTS 군입대 논의 지연에 장초반 5%대↓ 하이브 주가 42만원→11만원…BTS 軍입대 논란, 언제까지 [특징주] 하이브, BTS 군입대 논의 지연에 약세 마스크 벗고 희비 엇갈리는 '엔터주'…하이브 울고 SM·JYP 웃고 하이브 “BTS 진, 입영 연기 철회…순차적 병역 이행 예정” BTS 진, 결국 군대 간다…하이브 주가 2%대 하락 [증시이슈] 하이브 ""BTS 멤버 진 입영 연기 취소…순차 병역 이행"" [e공시 눈에띄네]하이브 ""방탄소년단 리더 입영 연기 취소"" [클릭! 이 종목] ""두달새 -40%"" 하이브 또 하락…BTS 입대 소식에 주가 향방은 엔터주 희비…하이브 울고, JYP·SM 웃고 ""방탄소년단 군대갑니다"" 불확실성 해소에 하이브 주가 반등 기대감↑ 방탄소년단 순차적 병역에...하이브, 병역 계획 담은 주주서한 발송"
2022-10-18,"BTS 결국 군입대...하이브 ""다양한 콘텐츠 준비"" 주주 달랬다 ""결국 군대 간다"" 맏형 진부터 입대하는 BTS, 하이브 주가는? 결국 軍으로 떠나는 방탄소년단…이미 '-75%' 된 하이브 운명은 BTS 군입대 불확실성 해소…하이브 재평가-NH투자증권 [클릭 e종목]'방탄답게 맏형부터' 2025년 완전체…불확실성 걷어낸 하이브 하이브, BTS 군입대로 불확실성 제거…그룹 공백기 18개월 -유안타 證 하이브, BTS 병역 불확실성 해소…목표가↓-유안타 하이브, BTS 군입대 계획발표로 주가부진 불확실성 해소-NH [클릭 e종목]""BTS 병역 이슈 종지부 찍은 하이브…불확실성 제거돼"" NH證 ""하이브, BTS 군입대로 불확실성 해소"" 하이브, BTS 군입대 불확실성 해소…목표가'↓'-유안타 ""하이브, BTS 군입대로 주가 불확실성 해소"" ""하이브, 병역 의무 이행 관련 불확실성 해소됐지만 목표가↓""-삼성 [클릭 e종목]""하이브, BTS 군입대 불확실성 해소…BTS 외 라인업 재평가 기회"" 하이브, 불확실성 해소…""이제 멀티레이블, 신사업이 관건""-삼성 BTS, 군대행에도 매출 공백 ↓…하이브 목표가 20만원 -유진證 삼성證 ""BTS 입대, 하이브 주가 불확실성 해소"" 삼성증권 “하이브, 가장 큰 불확실성은 해소…신사업 성과가 중요” 하이브, BTS 병역·아티스트 개발 비용 관련 감익 불가피..목표가↓-유진 BTS 군입대는 하이브에 '호재'?…하이브, 장 초반 5%대 반등 [특징주]BTS 입대 결정…하이브, 불확실성 해소에 4%대 강세 삼성證 “하이브, BTS 군입대로 불확실성 해소”…목표가는 하향 [특징주] BTS 입대 결정에도 하이브 상승…증권가 ""불확실성 해소"" ""BTS 입대 오래 전부터 준비""…주주 달랜 하이브 CEO [특징주] 하이브 주가 상승...BTS ‘진’ 입대에 불확실성 해소 [특징주] 하이브 4% 상승…BTS 군입대 결정에 불확실성 해소 [특징주] 하이브, BTS 입대 결정에 불확실성 해소로 강세…4%대↑ BTS 군 입대 결정…하이브, 불확실성 해소에 장초반 '반등' [특징주]하이브, BTS 군 입대 불확실성 해소에 4%대 강세 BTS 전원 순차 입대, 주가엔 호재로…하이브 3.9%↑ [ET라씨로] BTS 입대 결정에도 하이브 5%대↑ 코스피 상승, ‘BTS 입대’ 하이브 5%대 강세 [개장시황] [특징주] 하이브, BTS 입대 결정에 불확실성 해소… 5%대↑ [개장시황] 코스피, 美 훈풍에 1% 오른 2240선…카카오·하이브 반등 [특징주] 하이브, BTS 입대 불확실성 해소에 5%↑ BTS 입대는 불확실성 제거에 따른 '호재'…하이브 주가 6%대 상승 BTS 입대 논란 마침표… 하이브, 불확실성 해소에 주가 날았다 'BTS 군대 간다'…하이브 4% 반등 이젠 ‘방탄복’ 소년단…하이브, 주가 반등하나 BTS 군입대 결정에 불확실성 해소…하이브 4.78% 상승 BTS 입대 결정에 '불확실성 해소'…하이브 주가 강세 BTS 병역 불확실성 해소...하이브 주가는? 병역 불확실성 해소…하이브 주가 '불타오를까' BTS 빠진 하이브 '매수' 의견인 이유…벼랑 끝 몰린 뒤 반등하나 [특징주] BTS 입대 결정에도 하이브 상승…""불확실성 해소""(종합) ‘BTS 입대’ 주식시장 판단은?… 하이브 4.8% 급등 코스피 상승 마감…BTS 군입대 결정에 하이브 강세[오늘의 증시경향] 2년 만에 뒤바뀐 하이브...""반등도 쇼트커버링 물량"" BTS 입대 결정이 호재로… 폭락하던 하이브 4.7% ↑"
2022-10-20,"BTS 입대한 하이브·남궁훈 대표 물러난 카카오…이들의 운명은? [자이앤트TV] 하이브, BTS 군입대 확정에 보수적 접근…목표가↓ -대신 BTS 뺀 하이브의 운명은?…목표주가 21만원→16만원 '뚝' ""하이브, BTS 특수성 사라져…목표가 24%↓""-대신 대신證, 하이브 목표가 24% 하향…“BTS 특수성 사라졌다” 대신증권 “하이브, BTS 특수성 사라져 원점… 목표가 24% 하향” ""하이브, BTS 특수성 사라져""…대신, 목표가 24% 낮췄다"
2022-10-21,"[엔터Biz] BTS 병역 불확실성 떨쳐낸 하이브, 주가 향방은 두나무-하이브 '모먼티카' 공식 오픈…25일 판매 개시 두나무·하이브 NFT플랫폼 곧 등장, 탄소배출까지 낮춘 비결은 컴투스플랫폼 ‘하이브’, 커뮤니티 및 채팅 솔루션 추가해 소통 기능 강화"
2022-10-22,BTS에 울고 웃던 하이브…'완전체' 없이도 순항할까 [연계소문]
2022-10-25,"두나무·하이브 손잡은 '레벨스', 첫 NFT 주인공은 '엔하이픈' [엔터Biz-D] 하이브, 4.42%↑…이틀 연속 상승세 두나무·하이브 합작법인, 첫 아이돌 NFT 내놨다"
2022-10-26,"하이브, BTS군입대에 영업익 감소 불가피…목표가↓ -KB [특징주] 인성정보, 시스코 MS·애플과 '하이브리드 워크' 집중… 하이브워크 출시 부각"
2022-10-29,[SK證 주간추천주]대상·삼성바이오로직스·하이브
2022-10-30,"""하이브가 BTS 키우듯…대학·푸드테크협의회가 창발가 키워야"""
2022-10-31,"[인터뷰]김영진 하나금융티아이 본부장 ""클라우드 고도화, 뱅크하이브 글로벌 확산 속도"" [엔터Biz-D] 하이브, 1.68%↑…보름 여 만에 12만 원대 복귀"
2022-11-02,"하이브, 두나무 투자로 3700억 평가손실…올해 사업보고서 반영 불가피 [엔터Biz-D] 하이브, 하루 만에 4%↑…코스피 강보합에 강세"
2022-11-03,"하이브, 3분기 영업익 606억…전년비 7.6% ↓ 하이브, 3분기 영업익 606억원…전년 대비 7.6% 감소 하이브, 3분기 영업익 606억원…전년比 7.6%↓ [주목 e공시] 하이브 ""주주환원책 검토""...3분기 매출 전년 동기대비 31% 늘어 4455억원 하이브, 3분기 영업이익 606억…전년比 7.6%↓ 하이브, 3분기 영업이익 606억…시장 기대치 부합 하이브, 3분기 영업이익 606억원… 전년 대비 7.6% ↓ 하이브, 3분기 매출 4455억·영업익 606억…""주주환원책 검토"" 하이브, 3분기 영업익 8% 감소…""자사주 매입 검토"" 하이브 ""BTS 매출 비중 65%…'군백기' 내년 마진 압박 심해질듯"" [엔터Biz-D] 하이브, 3분기 매출 4455억…전년 동기대비 31% 증가 하이브 “BTS 매출 비중 65%…‘군백기’ 내년 마진 압박 심해질 듯” 하이브 “BTS 매출 비중 65%…‘군백기’ 마진 압박 전망” 하이브 3분기 매출 4455억…역대 최대"
2022-11-04,"[엔터Biz] '매일 빨간불' 하이브, 실적 감소에도 주주 화색 왜? 하이브, 3분기 실적 전망치 부합했지만…""BTS 부재는 목표주가 하향 요인""-DB [클릭 e종목]BTS 없는 하이브 '목표주가 하향'…중장기 위버스 가치 제고 기대 ""하이브, 단기 실적 성장성 아쉽지만 장기 투자 매력도↑""-다올 하이브, BTS외 아티스트 성장 시간 소요…목표가↓ -한화 하이브, BTS 의존도 탈피할까...목표가↓ 증권가 ""하이브, BTS '군백기' 수익타격 불가피""…목표가 줄하향 ""하이브, BTS '군백기' 수익타격 불가피"" 하이브 “BTS 부재로 목표주가 하향…16만 원 하향 조정” 증권가 ""하이브, BTS 부재속에도 어닝서프라이즈…목표가 19만원"" [특징주] BTS 군백기에 하이브 주가↓ [특징주] 하이브, BTS 부재로 수익 타격 우려에 하락세 ""하이브, BTS 외 라인업도 두각"" 증권가, 하이브 목표가 줄하향 미국 고용 보고서 발표 앞두고 혼조세‥BTS 입대로 하이브 주가 조정"
2022-11-05,"'BTS 빠진 하이브' 주가 뚝뚝…""내년도 안 좋다"" 암울한 전망 BTS 없어도 실적 기대 충족한 하이브…“군입대 불확실성 해소” '방탄소년단' 없는 하이브의 굴욕…증권가 'BTS 군백기'에 목표주가 줄하향"
2022-11-06,BTS 매출 의존 못 줄인 하이브…증권사들 목표주가 잇따라 하향
2022-11-07,목표가 하향 보고서 가장 많이 나온 종목 2위는 하이브...1위는?
2022-11-08,SM부터 하이브까지…엔터사가 블록체인 하는 이유[비트코인 A to Z]
2022-11-09,"[THINK ENGLISH] 하이브, 예상 뛰어넘는 순이익 기록 … 미래 계획도 밝혀"
2022-11-10,"하이브, BTS 공백기 대응으로 ""레이블간 협업 통해 경쟁력 강화"" 하이브, BTS 공백기 대응으로 ""레이블간 협업 통해 경쟁력 강화""(종합) 내년 방탄소년단 없다…하이브, 65%의 매출 공백 어떻게 채우나 방시혁 ""BTS, 하이브 시작점이자 동력…2027년까지 계획 있어"" 방시혁 “BTS, 하이브 시작점이자 동력, 레이블간 협업으로 경쟁력 강화”"
2022-11-11,"스캇 맨슨 하이브 美법인 대표 ""BTS와 아미, 팬덤 새 역사 만들어"" [엔터Biz-D] 하이브, 11.46%↑…하루 만에 두 자릿수 상승률"
2022-11-14,"7000억 투자했는데 1년도 안 돼 3200억 ‘반토막’…하이브 폭락에 울고 싶은 두나무 방시혁 하이브 의장, “BTS는 우리 동력…2027년까지 타임라인 완성”"
2022-11-17,"하이브 걸그룹 역바이럴 의혹? 공정위, 카카오엔터 현장조사"
2022-11-18,[엔터Biz] 3Q 호실적 잔치에도 JYP SM '웃고' 하이브 YG '울고'
2022-11-19,"엔터株 ‘쇼타임’ 시작됐다… 하이브 한달새 20% 가까이 급등 [지스타] 하이브 방시혁 ""게임 사업 본격화"" 선언…게임사와 맞손 하이브 방시혁 ""게임 사업 본격화"" 선언…자회사 하이브IM 통한 본격진출 “게임에 모든 엔터 함축”…'BTS 소속사' 하이브, 게임 사업 본격화 [지스타] 하이브 방시혁 ""게임사업 본격화…엔터사업과 적극 융합""(종합) [지스타 2022] BTS 소속사 하이브, 게임 사업 본격화 BTS의 하이브, 게임사 선언…“내 약점” 방시혁 부산 달려간 이유 게임 사업 본격화 선언한 하이브 방시혁 의장 게임 사업 본격화 선언한 뒤 기념 촬영하는 하이브 방시혁 의장"
2022-11-20,"BTS로는 만족 못해…하이브, 게임 사업에 도전장 하이브, 게임시장 진출…방시혁 “게임 통해 글로벌 라이프스타일 플랫폼 기업 되겠다” 방시혁 ""하이브, 게임사업도 성과 낼것"""
2022-11-21,BTS 군대 간 뒤? 하이브 “게임사업 본격 진출” BTS 아닌 신성장 동력 찾았다…하이브 '상승' [핫스탁]하이브·크래프톤 [핫스탁]하이브·크래프톤(종합)
2022-11-22,"미래에셋벤처가 투자한 마코빌, BTS 소속사 하이브와 시너지 미래에셋벤처투자가 투자한 마코빌, 하이브와 게임산업 시너지 낸다"
2022-11-24,"BTS가 게임까지? 하이브, 중견 게임사 플린트에 투자했다"
2022-11-30,"하이브 등 58개사 주식 내달 중 의무보유 해제 하이브 주식 230만주 다음 달에 의무보유 풀린다 12월 하이브 등 58개사 2억2천만주 의무보유 해제 “내 주식은 괜찮을까”…하이브·카겜 등 59개 종목 ‘매도물량 주의보’ 하이브·카겜 등 59개 종목 의무보유물량 풀린다 예탁원 ""하이브 등 2억2551만주 내달 의무보유 해제"" 게임강자 엔씨 'K팝 굴욕'…하이브에 밀린 '유니버스' 매각한다 ""주가 떨어지려나"" 12월 하이브·카겜 등 2억2551주 의무보유 해제 하이브·카겜 '매물폭탄 주의보'… 이달 59개 종목 의무보유 풀려 하이브·카카오게임즈…이달 '의무보유 해제' 주의보"
