,Adjusted_Prediction_Date_Copy,Open,High,Low,Close,Volume,Pre_market_volume,Intraday_volume,After_market_volume,After_hour_volume,trading_value,search_frequency,Institution_Total,Other_Corporations,Individual,Foreign_Total,SMA5,SMA20,MA50,RSI,MACD,Signal_Line,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,Momentum,VROC,Volatility,Stochastic %K,Stochastic %D,BB_width,Close_Open_diff,KOSPI_Open,KOSPI_Close,NASDAQ_Open,NASDAQ_Close,WTI_Oil_Price,cpi,interest_rate,Exchange_Rate,Average_Sentiment_Score,Recommendation,Lag_0_Sentiment_Score,Lag_1_Sentiment_Score,Lag_2_Sentiment_Score,Lag_3_Sentiment_Score,Lag_4_Sentiment_Score,Lag_5_Sentiment_Score,Lag_6_Sentiment_Score,Lag_7_Sentiment_Score,Target
2022-07-27,2022-07-27,171000,173000,167000,167500,220878,8,"218,832",187,"1,851","37,379",3.70792,-1280.0,5258.0,9256.0,-13234.0,168000.0,157200.0,178540.0,56.81818181818182,-1647.2169726917346,-5611.709350158449,157200.0,176224.63776541717,138175.36223458283,14500.0,19.51367320657526,9512.318882708581,61.40350877192983,77.41576162628796,38049.27553083433,-3500,2412.52,2415.53,11756.1904296875,12032.419921875,97.26000213623047,108.64612903225806,2.114,1310.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,2.0,2.3076923076923075,-1.0,-1.0,1.5,1.5,1
2022-07-28,,169000,173000,164000,169500,336241,10,"334,468",529,"1,234","56,511",3.67103,41408.0,-22021.0,27221.0,-46608.0,170500.0,158400.0,177550.0,54.03225806451612,-1004.0351145394088,-4690.174503034641,158400.0,177344.795146899,139455.204853101,12500.0,92.53709122350934,9472.3975734495,68.42105263157895,69.00584795321639,37889.59029379801,500,2437.57,2435.27,12036.48046875,12162.58984375,96.41999816894531,108.64290322580645,2.143,1312.8,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,2.3076923076923075,-1.0,-1.0,1.5,1
2022-07-29,2022-07-29,172500,179500,170500,175500,340984,15,"338,231","1,843",895,"60,066",4.39941,61870.0,-1143.0,-46174.0,-14553.0,172200.0,160175.0,176660.0,62.6984126984127,-10.043230066308752,-3754.1482484409744,160175.0,178503.2209777872,141846.7790222128,8500.0,-34.581899247560614,9164.110488893599,86.4406779661017,72.08841312320351,36656.44195557438,3000,2453.53,2451.5,12239.6904296875,12390.6904296875,98.62000274658203,108.63967741935484,2.341,1304.0,2.833333333333333,1.0,2.833333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,2.3076923076923075,-1.0,-1.0,0
2022-08-01,2022-08-01,176000,188000,172500,173500,512705,4,"508,677","1,520","2,504","91,243",4.9133,-16361.0,2967.0,62659.0,-49265.0,171600.0,161750.0,175760.0,64.22764227642277,609.2956336099305,-2881.459472030793,161750.0,178876.4645935393,144623.5354064607,-3000.0,9.385467470568406,8563.232296769658,61.8421052631579,72.23461195361286,34252.92918707861,-2500,2444.05,2452.25,12317.9599609375,12368.98046875,93.88999938964844,108.63,2.238,1298.6,1.5,1.0,1.5,2.833333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,2.3076923076923075,-1.0,0
2022-08-02,2022-08-02,174000,174000,161000,165500,522875,121,"519,389",370,"2,995","86,302",4.97936,-90671.0,4061.0,161244.0,-74634.0,170300.0,162525.0,174650.0,55.223880597014926,449.4124569048581,-2215.285086243663,162525.0,178794.03743149666,146255.96256850334,-6500.0,55.738534992955834,8134.518715748332,40.78947368421053,63.02408563782338,32538.074862993322,-8500,2451.0,2439.62,12287.669921875,12348.759765625,94.41999816894531,108.63612903225805,2.19,1306.4,1.5,1.0,1.5,1.5,2.833333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,2.3076923076923075,1
2022-08-03,2022-08-03,166000,173500,164000,170500,330579,211,"329,104",547,717,"56,085",4.74172,-5783.0,-5027.0,-62270.0,73080.0,170900.0,163575.0,173640.0,55.223880597014926,717.8867491512501,-1628.6507191646804,163575.0,178992.949211708,148157.050788292,3000.0,49.665878901475025,7708.974605854004,53.94736842105263,52.19298245614036,30835.898423416016,4500,2438.56,2461.45,12433.8701171875,12668.16015625,90.66000366210938,108.64225806451613,2.162,1307.2,2.3076923076923075,1.0,2.3076923076923075,1.5,1.5,2.833333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,1
2022-08-04,2022-08-04,173500,178000,171500,173500,320473,0,"318,860",358,"1,255","56,041",4.40627,-14713.0,233.0,-20138.0,34618.0,171700.0,164325.0,172800.0,63.492063492063494,1159.3650493539753,-1071.0475654609493,164325.0,180157.26219830444,148492.73780169556,4000.0,-4.689493547782692,7916.131099152221,61.8421052631579,52.19298245614036,31664.524396608875,0,2478.44,2473.11,12675.0400390625,12720.580078125,88.54000091552734,108.64838709677419,2.221,1310.5,1.7,1.0,1.7,2.3076923076923075,1.5,1.5,2.833333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
2022-08-05,2022-08-05,174000,176000,171000,175000,135121,16,"133,560",676,869,"23,524",4.106,6475.0,4734.0,-24265.0,13056.0,171600.0,164850.0,171910.0,66.4,1611.6985888364434,-534.4983346014708,164850.0,181387.35802739923,148312.64197260077,-500.0,-60.37321399244539,8268.679013699617,65.33333333333333,60.374269005847964,33074.71605479845,1000,2481.43,2490.8,12538.7998046875,12657.5498046875,89.01000213623047,108.65451612903226,2.242,1309.7,1.2,1.0,1.2,1.7,2.3076923076923075,1.5,1.5,2.833333333333333,0.6666666666666666,0.6666666666666666,1
2022-08-08,,175500,179000,174000,177500,153497,1,"152,069",355,"1,072","27,102",4.03308,-6044.0,-965.0,-18353.0,25362.0,172400.0,165750.0,171170.0,69.84126984126985,2147.154227019724,1.8321777227682219,165750.0,183005.0526543773,148494.9473456227,4000.0,-70.06134131713169,8627.526327188647,71.62162162162163,66.26568673937096,34510.1053087546,2000,2481.17,2493.1,12703.7197265625,12644.4599609375,90.76000213623047,108.67290322580645,2.226,1299.3,1.2,1.0,1.2,1.2,1.7,2.3076923076923075,1.5,1.5,2.833333333333333,0.6666666666666666,1
2022-08-09,,177000,186000,176000,184000,304548,0,"303,113",182,"1,253","55,294",4.74429,74564.0,-7225.0,-85913.0,18574.0,176100.0,167150.0,170480.0,72.46376811594203,3060.7202771402663,613.6097976062679,167150.0,185577.95359458774,148722.04640541226,18500.0,-41.75510399234999,9213.976797293873,88.88888888888889,75.2812812812813,36855.90718917549,7000,2493.57,2503.46,12557.490234375,12493.9296875,90.5,108.67903225806451,2.243,1304.8,1.2,1.0,1.2,1.2,1.2,1.7,2.3076923076923075,1.5,1.5,2.833333333333333,0
2022-08-10,2022-08-10,184500,186000,176000,177000,238348,117,"236,438",938,855,"42,984",4.10857,-8824.0,-1008.0,62761.0,-52929.0,177400.0,168075.0,169460.0,63.888888888888886,3183.192592452484,1127.5263565755113,168075.0,186531.99125848679,149618.00874151321,6500.0,-27.899836347741385,9228.495629243396,64.51612903225806,75.00887984758953,36913.98251697357,-7500,2493.7,2480.88,12793.4404296875,12854.7998046875,91.93000030517578,108.68516129032257,2.217,1305.1,2.0,1.0,2.0,1.2,1.2,1.2,1.7,2.3076923076923075,1.5,1.5,1
2022-08-11,,181000,181500,177500,180500,166745,0,"164,951",470,"1,324","29,933",4.01506,30433.0,415.0,-11317.0,-19531.0,178800.0,168925.0,168450.0,60.30534351145038,3522.073265788844,1606.435738418178,168925.0,188048.6282617814,149801.3717382186,7000.0,-47.96909568044734,9561.814130890707,72.22222222222221,75.20908004778973,38247.25652356283,-500,2507.74,2523.78,12944.8203125,12779.91015625,94.33999633789062,108.69129032258064,2.215,1309.1,2.0,1.0,2.0,2.0,1.2,1.2,1.2,1.7,2.3076923076923075,1.5,1
2022-08-12,2022-08-12,181500,185000,180000,183000,203145,15,"201,305",765,"1,060","37,047",4.10772,-19382.0,-333.0,-14012.0,33727.0,180400.0,170250.0,167570.0,55.55555555555556,3946.8706791914883,2074.52272657284,170250.0,189420.9758695154,151079.0241304846,8000.0,50.3430258805071,9585.48793475769,81.48148148148148,72.73994424532059,38341.951739030774,1500,2519.66,2527.94,12866.3095703125,13047.1904296875,92.08999633789062,108.6974193548387,2.246,1302.5,1.75,1.0,1.75,2.0,2.0,1.2,1.2,1.2,1.7,2.3076923076923075,1
2022-08-16,2022-08-16,184500,190500,183000,187000,278176,40,"276,986",502,648,"52,167",5.26333,43279.0,4219.0,-46252.0,-1246.0,182300.0,171875.0,166750.0,62.931034482758626,4553.798901325325,2570.377961523337,171875.0,190934.11855254765,152815.88144745235,9500.0,81.22569170732979,9529.559276273829,88.13559322033898,80.6130989746809,38118.23710509529,2500,2543.05,2533.52,13082.6396484375,13102.5498046875,86.52999877929688,108.72193548387096,2.176,1303.1,2.0,1.0,2.0,1.75,2.0,2.0,1.2,1.2,1.2,1.7,0
2022-08-17,2022-08-17,187000,190000,183500,186000,231715,0,"230,649",170,896,"43,105",4.37539,-25432.0,-9600.0,12795.0,22237.0,182700.0,173550.0,166040.0,66.97247706422019,4897.64524172846,3035.831417564362,173550.0,191281.62503313937,155818.37496686063,2000.0,-23.91511354531962,8865.81251656969,84.7457627118644,84.78761247122829,35463.250066278735,-1000,2536.57,2516.47,12968.6298828125,12938.1201171875,88.11000061035156,108.72806451612902,2.175,1309.6,-1.0,0.0,-1.0,2.0,1.75,2.0,2.0,1.2,1.2,1.2,1
2022-08-18,,183500,189500,180000,188000,234636,22,"233,201",341,"1,072","43,262",4.19093,-16820.0,-2676.0,-8077.0,27573.0,184900.0,175300.0,165360.0,66.97247706422019,5270.7710612269,3482.8193462968693,175300.0,191317.7533085229,159282.2466914771,11000.0,-1.5573866783023143,8008.876654261449,91.52542372881356,88.13559322033899,32035.506617045787,4500,2499.3,2508.05,12937.7900390625,12965.33984375,90.5,108.7341935483871,2.206,1309.8,-1.0,0.0,-1.0,-1.0,2.0,1.75,2.0,2.0,1.2,1.2,0
2022-08-19,2022-08-19,188500,196000,185000,186500,372611,21,"371,082",342,"1,166","70,903",5.05572,-16894.0,-3461.0,-27824.0,48179.0,186100.0,176775.0,164540.0,61.0,5383.382218255836,3862.931920688663,176775.0,191033.7923014118,162516.2076985882,6000.0,123.46157306066148,7129.396150705906,72.85714285714285,83.04277643260694,28517.584602823597,-2000,2510.72,2492.69,12832.26953125,12705.2197265625,90.7699966430664,108.74032258064516,2.241,1317.3,2.0,1.0,2.0,-1.0,-1.0,2.0,1.75,2.0,2.0,1.2,0
2022-08-22,2022-08-22,183000,187000,181000,184000,169332,3,"167,678",336,"1,315","31,089",3.90954,15314.0,19.0,1368.0,-16701.0,186300.0,177625.0,163750.0,60.396039603960396,5210.831048198685,4132.5117461906675,177625.0,191450.51036461833,163799.48963538167,1000.0,-16.6447611312117,6912.755182309163,65.71428571428571,76.69895076674737,27651.020729236654,1000,2467.38,2462.5,12523.16015625,12381.5703125,90.2300033569336,108.75870967741935,2.217,1326.7,1.6666666666666667,1.0,1.6666666666666667,2.0,-1.0,-1.0,2.0,1.75,2.0,2.0,0
2022-08-23,2022-08-23,182000,182500,172000,172500,358340,0,"354,657",880,"2,803","62,985",4.68595,-75977.0,335.0,82264.0,-6622.0,183400.0,177425.0,163220.0,56.481481481481474,4098.879777661583,4125.785352484851,177425.0,191433.55002076496,163416.44997923504,-14500.0,28.817726906706547,7004.275010382483,26.5625,55.044642857142854,28017.10004152992,-9500,2449.31,2435.34,12380.3701171875,12381.2998046875,93.73999786376953,108.76483870967742,2.214,1338.2,5.0,1.0,5.0,1.6666666666666667,2.0,-1.0,-1.0,2.0,1.75,2.0,1
2022-08-24,,173000,176500,169000,176000,197180,0,"195,298",288,"1,594","34,144",3.7431,-28399.0,-178.0,-4238.0,32815.0,181400.0,177625.0,162880.0,55.23809523809524,3460.1842833358096,3992.6651386550425,177625.0,191420.02198544863,163829.97801455137,-10000.0,-14.904084759294822,6897.510992724312,25.925925925925924,39.40090388007055,27590.04397089727,3000,2446.18,2447.45,12375.150390625,12431.5302734375,94.88999938964844,108.77096774193548,2.258,1341.8,5.0,1.0,5.0,5.0,1.6666666666666667,2.0,-1.0,-1.0,2.0,1.75,0
2022-08-25,,176000,178500,172500,173500,199435,93,"193,457","3,916","1,969","34,877",3.71393,-12630.0,1370.0,2834.0,8426.0,178500.0,177925.0,163450.0,50.0,2720.9193315610755,3738.3159772362496,177925.0,191036.9672136026,164813.0327863974,-14500.0,-15.002386675531461,6555.983606801302,16.666666666666664,23.051697530864203,26223.934427205182,-2500,2459.79,2477.26,12506.3701171875,12639.26953125,92.5199966430664,108.77709677419354,2.449,1341.4,5.0,1.0,5.0,5.0,5.0,1.6666666666666667,2.0,-1.0,-1.0,2.0,1
2022-08-26,2022-08-26,174500,177500,172500,175500,152990,100,"151,878",157,855,"26,749",3.30813,-14077.0,-1034.0,-30236.0,45347.0,176300.0,178225.0,164000.0,50.476190476190474,2270.2596761072346,3444.704717010447,178225.0,190788.41807329014,165661.58192670986,-11000.0,-58.94109406324558,6281.7090366450775,24.074074074074073,22.222222222222225,25126.83614658029,1000,2489.14,2481.03,12630.580078125,12141.7099609375,93.05999755859375,108.78322580645161,2.426,1336.9,2.0,1.0,2.0,5.0,5.0,5.0,1.6666666666666667,2.0,-1.0,-1.0,0
2022-08-29,2022-08-29,167000,171500,164500,164500,320328,1,"316,233","1,723","2,371","53,212",3.97903,-81667.0,1329.0,99991.0,-19653.0,172400.0,177675.0,164320.0,39.34426229508197,1013.8139668359072,2958.5265669755395,177675.0,191627.07964125252,163722.92035874748,-19500.0,89.17156828006519,6976.039820626257,0.0,13.580246913580249,27904.159282505047,-2500,2432.06,2426.89,12021.0498046875,12017.669921875,97.01000213623047,108.8016129032258,2.421,1332.5,1.0,1.0,1.0,2.0,5.0,5.0,5.0,1.6666666666666667,2.0,-1.0,1
2022-08-30,,165000,170500,165000,170000,184450,88,"182,994",132,"1,236","30,993",3.55607,-3649.0,5555.0,-35479.0,33573.0,171900.0,177500.0,164730.0,38.333333333333336,456.6121835967351,2458.143690299779,177500.0,191757.03888943285,163242.96111056715,-2500.0,-48.52653904113412,7128.5194447164195,17.46031746031746,13.844797178130515,28514.0777788657,5000,2441.21,2450.93,12093.0595703125,11883.1396484375,91.63999938964844,108.80774193548386,2.428,1347.7,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,1.6666666666666667,2.0,1
2022-08-31,2022-08-31,168000,183000,167000,181500,492139,40,"483,003","3,826","5,270","87,457",5.1458,42043.0,647.0,-1647.0,-41043.0,173000.0,178300.0,165370.0,53.488372093023266,932.2334396504157,2152.9616401699063,178300.0,191476.53416614712,165123.46583385288,5500.0,149.5887006795821,6588.267083073553,53.96825396825397,23.809523809523814,26353.068332294235,13500,2433.47,2472.05,11972.5595703125,11816.2001953125,89.55000305175781,108.81387096774193,2.548,1347.5,1.25,1.0,1.25,1.0,1.0,2.0,5.0,5.0,5.0,1.6666666666666667,0
2022-09-01,2022-09-01,178500,178500,165500,166500,427882,"1,465","421,894",342,"4,181","72,472",5.64425,-26294.0,817.0,148065.0,-122588.0,171600.0,178100.0,165910.0,40.78947368421053,97.66623639161116,1741.9025594142474,178100.0,191882.52134904588,164317.47865095412,-7000.0,114.54709554491438,6891.260674522937,6.349206349206349,25.925925925925927,27565.04269809177,-12000,2443.0,2415.61,11707.4404296875,11785.1298828125,86.61000061035156,108.82,2.502,1345.1,0.1666666666666666,1.0,0.1666666666666666,1.25,1.0,1.0,2.0,5.0,5.0,5.0,1
2022-09-02,2022-09-02,168000,174000,167000,168500,240091,6,"238,089",529,"1,467","40,875",3.88895,17148.0,-360.0,-46730.0,29942.0,170200.0,177850.0,166490.0,40.39735099337748,-397.76580304352683,1313.9688869226927,177850.0,192155.317377228,163544.682622772,-7000.0,56.9324792470096,7152.658688613997,12.698412698412698,24.338624338624342,28610.634754455998,500,2427.7,2409.41,11899.1396484375,11630.8603515625,86.87000274658203,108.83133333333333,2.514,1351.4,-0.0909090909090909,0.0,-0.0909090909090909,0.1666666666666666,1.25,1.0,1.0,2.0,5.0,5.0,0
2022-09-06,2022-09-06,168000,170000,160000,160500,303572,18,"299,689",307,"3,558","49,157",3.96959,-63326.0,169.0,130038.0,-66881.0,168900.0,176625.0,167050.0,33.757961783439484,-1772.8158906234894,348.5906783943605,176625.0,193433.1277331772,159816.8722668228,-9500.0,64.58227161832475,8404.063866588604,1.3888888888888888,7.870370370370373,33616.25546635443,-7500,2409.72,2410.02,11643.0302734375,11544.91015625,86.87999725341797,108.87666666666667,2.405,1369.7,2.0,1.0,2.0,-0.0909090909090909,0.1666666666666666,1.25,1.0,1.0,2.0,5.0,0
2022-09-07,2022-09-07,158500,161000,155000,158000,240922,350,"238,487",812,"1,273","37,801",3.56379,-54049.0,-6639.0,17132.0,43556.0,164200.0,175325.0,167270.0,31.012658227848107,-2666.30028274926,-254.38751383436363,175325.0,193681.91465877474,156968.08534122526,-23500.0,-51.04594433686418,9178.457329387362,7.317073170731707,6.076590527810043,36713.82931754948,-500,2395.66,2376.46,11559.3798828125,11791.900390625,81.94000244140625,108.88799999999999,2.49,1370.3,1.0,1.0,1.0,2.0,-0.0909090909090909,0.1666666666666666,1.25,1.0,1.0,2.0,0
2022-09-08,,158000,161000,157500,158000,163232,0,"160,234",839,"2,159","25,896",2.72475,6659.0,-113.0,-15557.0,9011.0,162500.0,174375.0,167460.0,31.61290322580645,-3335.938478485972,-870.6977067646854,174375.0,194269.12767098722,154480.87232901278,-8500.0,-61.85116457341042,9947.063835493604,9.375,6.026987353206867,39788.255341974436,0,2393.27,2384.28,11679.8603515625,11862.1298828125,83.54000091552734,108.89933333333333,2.61,1385.3,1.0,1.0,1.0,1.0,2.0,-0.0909090909090909,0.1666666666666666,1.25,1.0,1.0,1
2022-09-13,2022-09-13,161000,165000,160500,162000,198394,0,"196,664",521,"1,209","32,237",3.39736,3330.0,47.0,-21835.0,18458.0,161200.0,173450.0,167790.0,36.07594936708861,-3503.4790765305515,-1397.2539807178587,173450.0,193858.71846720783,153041.28153279217,-6500.0,-17.367164949956475,10204.359233603913,25.0,13.897357723577239,40817.43693441566,1000,2418.59,2449.54,11908.8095703125,11633.5703125,87.30999755859375,108.95599999999999,2.52,1381.2,1.0,1.0,1.0,1.0,1.0,2.0,-0.0909090909090909,0.1666666666666666,1.25,1.0,0
2022-09-14,,154500,160000,153500,158500,172820,15,"171,579",84,"1,142","27,133",3.02588,-4723.0,-280.0,2360.0,2643.0,159400.0,172225.0,168160.0,40.140845070422536,-3874.0196695679915,-1892.6071184878851,172225.0,193154.64404857537,151295.35595142463,-9000.0,-8.861266829445794,10464.822024287683,16.94915254237288,17.10805084745763,41859.28809715074,4000,2390.47,2411.42,11680.41015625,11719.6796875,88.4800033569336,108.96733333333333,2.517,1374.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-0.0909090909090909,0.1666666666666666,1.25,0
2022-09-15,,158500,159000,154500,155500,143820,1,"141,204",261,"2,354","22,380",2.8337,-21011.0,109.0,21202.0,-300.0,158400.0,170650.0,168430.0,35.460992907801426,-4359.497118021012,-2385.9851183945107,170650.0,191638.9695341465,149661.0304658535,-5000.0,-52.62408917818507,10494.484767073254,6.779661016949152,16.242937853107346,41977.939068293024,-3000,2416.01,2401.83,11633.240234375,11552.3603515625,85.0999984741211,108.97866666666665,2.506,1391.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-0.0909090909090909,0.1666666666666666,0
2022-09-16,,155500,158000,153500,154000,121151,19,"119,657",291,"1,184","18,749",3.12883,-27375.0,-13.0,13125.0,14263.0,157600.0,169050.0,168510.0,35.97122302158273,-4809.83418312791,-2870.754931341191,169050.0,189990.7685979706,148109.2314020294,-4000.0,-49.71360025236384,10470.384298985306,1.694915254237288,8.474576271186441,41881.5371959412,-1500,2387.56,2382.78,11401.2099609375,11448.400390625,85.11000061035156,108.99,2.514,1394.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-0.0909090909090909,1
2022-09-19,2022-09-19,158000,164000,156500,157500,293981,51,"291,296",541,"2,093","46,876",3.63843,15511.0,241.0,-14826.0,-926.0,157500.0,167525.0,168670.0,37.323943661971825,-4828.6471636745555,-3262.333377807864,167525.0,187049.5459546928,148000.4540453072,-500.0,80.10010292099588,9762.272977346394,13.559322033898304,7.344632768361584,39049.09190938558,-500,2388.73,2355.66,11338.5703125,11535.01953125,85.7300033569336,109.024,2.501,1394.2,2.647058823529412,1.0,2.647058823529412,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
2022-09-20,2022-09-20,158500,161500,157000,157500,118153,172,"116,056",51,"1,874","18,727",2.8174,20328.0,-338.0,-9615.0,-10375.0,156600.0,166075.0,168650.0,44.16666666666667,-4788.35936024331,-3567.5385742949534,166075.0,183899.51003239097,148250.48996760903,-4500.0,-40.445275562769034,8912.25501619548,13.559322033898304,9.604519774011301,35649.020064781944,-1000,2373.64,2367.85,11440.1396484375,11425.0498046875,84.44999694824219,109.03533333333333,2.526,1390.1,1.4,1.0,1.4,2.647058823529412,1.0,1.0,1.0,1.0,1.0,1.0,0
2022-09-21,2022-09-21,156500,159500,153500,155500,131771,205,"129,983",431,"1,152","20,516",2.73161,-10357.0,277.0,13027.0,-2947.0,156000.0,164650.0,168470.0,37.16814159292036,-4861.7708035920805,-3826.385020154379,164650.0,180930.76035984827,148369.23964015173,-3000.0,-23.752459206110405,8140.380179924133,6.779661016949152,11.29943502824859,32561.520719696535,-1000,2351.54,2347.21,11466.2099609375,11220.1904296875,82.94000244140625,109.04666666666667,2.558,1389.1,2.0,1.0,2.0,1.4,2.647058823529412,1.0,1.0,1.0,1.0,1.0,0
2022-09-22,2022-09-22,152000,153000,146000,149000,199068,1,"196,643",625,"1,799","29,523",3.31328,-14183.0,329.0,47380.0,-33526.0,154700.0,163475.0,168260.0,18.446601941747574,-5382.400614721875,-4137.588139067879,163475.0,180733.0263554174,146216.9736445826,-6500.0,38.41468502294535,8629.013177708692,9.230769230769232,9.85658409387223,34516.052710834774,-3000,2319.7,2332.31,11167.3798828125,11066.8095703125,83.48999786376953,109.05799999999999,2.53,1393.6,1.5,1.0,1.5,2.0,1.4,2.647058823529412,1.0,1.0,1.0,1.0,0
2022-09-23,2022-09-23,147000,149000,143000,144000,145258,95,"143,548",450,"1,165","21,185",2.82598,-5285.0,1380.0,-7433.0,11338.0,152700.0,161875.0,168020.0,22.891566265060234,-6127.823964014737,-4535.63530405725,161875.0,180147.42673941914,143602.57326058086,-10000.0,19.898308722173155,9136.21336970957,3.125,6.378476749239463,36544.85347883828,-3000,2331.33,2290.0,10952.6904296875,10867.9296875,78.73999786376953,109.06933333333333,2.547,1408.0,1.5714285714285714,1.0,1.5714285714285714,1.5,2.0,1.4,2.647058823529412,1.0,1.0,1.0,0
2022-09-26,2022-09-26,141000,145500,138500,141000,206341,301,"203,647",349,"2,044","29,368",3.39135,11501.0,26.0,-34080.0,22553.0,149400.0,160250.0,167670.0,17.647058823529406,-6881.328594212711,-5004.773962088342,160250.0,179898.22209715217,140601.77790284783,-16500.0,-29.811450399855772,9824.111048576093,6.8493150684931505,6.401694766420796,39296.44419430435,0,2260.8,2220.94,10833.3798828125,10802.919921875,76.70999908447266,109.10333333333332,2.537,1408.4,1.3333333333333333,1.0,1.3333333333333333,1.5714285714285714,1.5,2.0,1.4,2.647058823529412,1.0,1.0,0
2022-09-27,2022-09-27,140500,142000,137000,140000,222288,150,"216,917","1,772","3,449","30,951",3.22148,-1688.0,1246.0,2282.0,-1840.0,145900.0,158475.0,167200.0,17.647058823529406,-7473.033605402423,-5498.4258907511585,158475.0,178727.29031882487,138222.70968117513,-17500.0,88.13572232613645,10126.145159412437,9.090909090909092,6.35507471980075,40504.58063764975,-500,2224.39,2223.86,10955.2900390625,10829.5,78.5,109.11466666666666,2.526,1429.7,2.6666666666666665,1.0,2.6666666666666665,1.3333333333333333,1.5714285714285714,1.5,2.0,1.4,2.647058823529412,1.0,0
2022-09-28,2022-09-28,138000,139000,129000,130000,323802,77,"319,106","1,885","2,734","42,760",4.47233,-26046.0,321.0,15336.0,10389.0,140800.0,156750.0,166670.0,16.483516483516482,-8649.178174221714,-6128.57634744527,156750.0,180428.77130525126,133071.22869474874,-25500.0,145.7308512495162,11839.385652625622,2.7777777777777777,6.239333979060009,47357.54261050251,-8000,2206.15,2169.29,10817.51953125,11051.6396484375,82.1500015258789,109.12599999999999,2.531,1427.2,2.0,1.0,2.0,2.6666666666666665,1.3333333333333333,1.5714285714285714,1.5,2.0,1.4,2.647058823529412,1
2022-09-29,2022-09-29,131500,137000,130500,132000,219709,188,"216,838",163,"2,520","29,385",3.36304,-43618.0,-651.0,-41385.0,85654.0,137400.0,154850.0,166220.0,21.111111111111114,-9312.548669174459,-6765.370811791108,154850.0,180098.4496657991,129601.5503342009,-17000.0,10.368818695119256,12624.224832899548,8.333333333333332,6.734006734006736,50496.89933159819,500,2197.75,2170.93,10894.4404296875,10737.509765625,81.2300033569336,109.13733333333333,2.546,1436.5,-2.5,0.0,-2.5,2.0,2.6666666666666665,1.3333333333333333,1.5714285714285714,1.5,2.0,1.4,1
2022-09-30,2022-09-30,130000,136000,129500,135000,173772,208,"171,987",671,906,"23,295",2.76078,42075.0,-133.0,-55194.0,13252.0,135600.0,152525.0,165870.0,26.04166666666667,-9486.8412373662,-7309.664896906126,152525.0,175937.71584327566,129112.28415672434,-9000.0,19.629899902242904,11706.357921637824,16.666666666666664,9.259259259259261,46825.43168655131,5000,2161.11,2155.49,10697.7099609375,10575.6201171875,79.48999786376953,109.14866666666666,2.804,1434.8,1.5,1.0,1.5,-2.5,2.0,2.6666666666666665,1.3333333333333333,1.5714285714285714,1.5,2.0,0
2022-10-04,2022-10-04,137000,138000,134000,134500,136336,0,"134,927",270,"1,139","18,428",2.74362,2825.0,499.0,27630.0,-30954.0,134300.0,150925.0,165500.0,19.101123595505626,-9555.169132817071,-7758.765744088316,150925.0,174687.58669244294,127162.41330755706,-6500.0,-33.92684924469688,11881.293346221468,15.714285714285714,13.571428571428571,47525.173384885886,-2500,2189.51,2209.38,11054.7197265625,11176.41015625,86.5199966430664,109.15129032258064,2.543,1432.1,2.0,1.0,2.0,1.5,-2.5,2.0,2.6666666666666665,1.3333333333333333,1.5714285714285714,1.5,0
2022-10-05,2022-10-05,137000,137500,127000,130000,299002,0,"298,104",374,524,"38,899",3.28754,-26271.0,4954.0,39943.0,-18626.0,132300.0,149000.0,164960.0,18.681318681318686,-9858.78592688468,-8178.769780647589,149000.0,173004.3855642228,124995.61443577721,-10000.0,34.51108471892319,12002.192782111391,8.108108108108109,13.496353496353498,48008.77112844557,-7000,2248.85,2215.22,11022.669921875,11148.6396484375,87.76000213623047,109.14838709677419,2.51,1431.2,2.0,1.0,2.0,2.0,1.5,-2.5,2.0,2.6666666666666665,1.3333333333333333,1.5714285714285714,1
2022-10-06,2022-10-06,129500,133000,129000,131000,152272,0,"150,361",807,"1,104","19,900",2.66469,-22179.0,759.0,15365.0,6055.0,132500.0,147175.0,164240.0,21.839080459770102,-9904.53941594751,-8523.923707707574,147175.0,170804.31943248014,123545.68056751986,1000.0,-52.97373086021705,11814.659716240072,10.81081081081081,11.544401544401547,47258.63886496029,1500,2230.43,2237.86,11129.0400390625,11073.3095703125,88.44999694824219,109.14548387096774,2.552,1419.1,0.7692307692307693,1.0,0.7692307692307693,2.0,2.0,1.5,-2.5,2.0,2.6666666666666665,1.3333333333333333,0
