,Adjusted_Prediction_Date_Copy,Open,High,Low,Close,Volume,Pre_market_volume,Intraday_volume,After_market_volume,After_hour_volume,trading_value,search_frequency,Institution_Total,Other_Corporations,Individual,Foreign_Total,SMA5,SMA20,MA50,RSI,MACD,Signal_Line,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,Momentum,VROC,Volatility,Stochastic %K,Stochastic %D,BB_width,Close_Open_diff,KOSPI_Open,KOSPI_Close,NASDAQ_Open,NASDAQ_Close,WTI_Oil_Price,cpi,interest_rate,Exchange_Rate,Average_Sentiment_Score,Recommendation,Lag_0_Sentiment_Score,Lag_1_Sentiment_Score,Lag_2_Sentiment_Score,Lag_3_Sentiment_Score,Lag_4_Sentiment_Score,Lag_5_Sentiment_Score,Lag_6_Sentiment_Score,Lag_7_Sentiment_Score,Target
2023-05-26,,264500,272000,263000,270000,192873,174,"190,928",503,"1,268","51,941",2.76164,48878.0,-596.0,-48925.0,643.0,269300.0,278450.0,240712.0,42.857142857142854,7132.820528665383,11605.414729861473,278450.0,296261.5870033796,260638.4129966204,-11000.0,-6.02150747206806,8905.793501689805,26.47058823529412,20.561738208797042,35623.17400675919,5500,2561.94,2558.81,12736.419921875,12975.6904296875,72.66999816894531,111.1541935483871,3.557,1323.4,2.0,1.0,2.0,2.0,2.0,2.333333333333333,1.0,1.5714285714285714,2.0,2.0,1
2023-05-30,2023-05-30,270500,278500,265500,276000,198316,0,"197,509",126,681,"54,090",3.39393,49033.0,2279.0,-37524.0,-13788.0,270700.0,279050.0,242702.0,48.88888888888889,6768.300880151626,10637.991959919505,279050.0,295573.9857559601,262526.0142440399,7000.0,-59.00452918960374,8261.99287798004,44.11764705882353,29.411764705882366,33047.971511920216,5500,2582.41,2585.52,13109.099609375,13017.4296875,69.45999908447266,111.15806451612903,3.537,1325.6,3.0,1.0,3.0,2.0,2.0,2.0,2.333333333333333,1.0,1.5714285714285714,2.0,0
2023-05-31,2023-05-31,272500,279000,270000,274000,250839,0,"249,931",339,569,"69,017",6.8625,44264.0,-2922.0,-25872.0,-15470.0,270900.0,279250.0,244594.0,45.925925925925924,6246.032769433979,9759.600121822401,279250.0,295405.4944214039,263094.5055785961,1000.0,5.967564096606439,8077.747210701965,38.23529411764706,36.274509803921575,32310.988842807827,1500,2586.03,2577.12,12968.3798828125,12935.2900390625,68.08999633789062,111.15903225806451,3.543,1322.2,-1.3888888888888888,0.0,-1.3888888888888888,3.0,2.0,2.0,2.0,2.333333333333333,1.0,1.5714285714285714,1
2023-06-01,2023-06-01,274000,283000,272500,277500,273680,14,"272,848",87,731,"75,813",5.37057,28173.0,870.0,-23679.0,-5364.0,272900.0,278900.0,246464.0,50.0,6044.8707707870635,9016.654251615333,278900.0,294878.9334997517,262921.0665002483,10000.0,-11.580647766739359,7989.466749875854,48.529411764705884,43.62745098039216,31957.866999503458,3500,2572.56,2569.17,12944.4599609375,13100.98046875,70.0999984741211,111.16,3.55,1321.6,-1.411764705882353,0.0,-1.411764705882353,-1.3888888888888888,3.0,2.0,2.0,2.0,2.333333333333333,1.0,0
2023-06-02,2023-06-02,276000,278000,263500,270000,448545,"68,677","378,731",372,765,"120,570",4.26043,-11451.0,-547.0,64672.0,-52674.0,273500.0,277675.0,248072.0,41.666666666666664,5220.087201809685,8257.340841654204,277675.0,292319.11144453683,263030.88855546317,3000.0,144.3694429916318,7322.055722268411,26.47058823529412,37.7450980392157,29288.22288907366,-6000,2586.27,2601.36,13190.48046875,13240.76953125,71.73999786376953,111.16433333333333,3.504,1320.7,-1.0,0.0,-1.0,-1.411764705882353,-1.3888888888888888,3.0,2.0,2.0,2.0,2.333333333333333,0
2023-06-05,2023-06-05,270000,271000,264000,265000,165535,209,"162,359",731,"2,236","44,134",3.33044,-36841.0,402.0,20857.0,15582.0,272500.0,276300.0,249566.0,40.816326530612244,4115.540676806821,7428.980808684728,276300.0,290229.8996860413,262370.1003139587,-5000.0,-14.17409383376626,6964.94984302064,11.76470588235294,28.921568627450995,27859.799372082576,-5000,2617.43,2615.41,13238.48046875,13229.4296875,72.1500015258789,111.17733333333334,3.487,1308.8,0.5454545454545454,1.0,0.5454545454545454,-1.0,-1.411764705882353,-1.3888888888888888,3.0,2.0,2.0,2.0,1
2023-06-07,,265000,272000,265000,269000,174858,0,"174,137",97,624,"47,100",3.13998,6910.0,-1055.0,-14544.0,8689.0,271100.0,275800.0,251178.0,39.583333333333336,3522.3427933793864,6647.653205623659,275800.0,290036.3508038592,261563.64919614082,-7000.0,-11.828596784929104,7118.175401929586,23.52941176470588,20.58823529411766,28472.701607718365,4000,2623.46,2615.6,13295.259765625,13104.900390625,72.52999877929688,111.18599999999999,3.491,1308.3,0.5454545454545454,1.0,0.5454545454545454,0.5454545454545454,-1.0,-1.411764705882353,-1.3888888888888888,3.0,2.0,2.0,0
2023-06-08,2023-06-08,267500,271000,265000,268000,151260,13,"150,634",165,448,"40,616",2.66212,33329.0,-743.0,-2569.0,-30017.0,269900.0,275325.0,252788.0,31.538461538461533,2937.6738785188645,5905.657340202701,275325.0,289951.1301857512,260698.8698142488,-6000.0,-39.698372262686426,7313.065092875592,21.21212121212121,18.835412953060022,29252.260371502372,500,2609.21,2610.85,13113.26953125,13238.51953125,71.29000091552734,111.19033333333333,3.561,1300.5,2.0,1.0,2.0,0.5454545454545454,0.5454545454545454,-1.0,-1.411764705882353,-1.3888888888888888,3.0,2.0,1
2023-06-09,2023-06-09,270500,286500,269000,280500,430504,0,"428,972",212,"1,320","121,430",4.53753,61187.0,488.0,-89320.0,27645.0,270500.0,275375.0,254756.0,46.15384615384615,3443.273174528207,5413.180507067802,275375.0,290067.90913833556,260682.09086166444,3000.0,57.301958491669104,7346.45456916777,70.9090909090909,38.55020796197268,29385.81827667111,10000,2624.15,2641.16,13312.3896484375,13259.1396484375,70.16999816894531,111.19466666666666,3.569,1306.1,3.4,1.0,3.4,2.0,0.5454545454545454,0.5454545454545454,-1.0,-1.411764705882353,-1.3888888888888888,3.0,1
2023-06-12,2023-06-12,284500,295000,281000,294000,402574,7,"388,682","12,744","1,141","116,891",5.31395,56603.0,334.0,-56314.0,-623.0,275300.0,276200.0,256890.0,58.12500000000001,4877.081475680519,5305.960700790346,276200.0,293084.7486461043,259315.25135389573,24000.0,-10.248915939314895,8442.374323052141,97.05882352941177,63.06001188354131,33769.49729220857,9500,2647.49,2629.35,13326.3701171875,13461.919921875,67.12000274658203,111.20766666666667,3.56,1294.9,1.875,1.0,1.875,3.4,2.0,0.5454545454545454,0.5454545454545454,-1.0,-1.411764705882353,-1.3888888888888888,0
2023-06-13,2023-06-13,294500,296500,289000,294000,209505,11,"207,873",269,"1,352","61,553",4.17892,77740.0,0.0,-25393.0,-52347.0,281100.0,276800.0,258968.0,68.38235294117646,5944.8562817037455,5433.739816973026,276800.0,295325.65788305545,258274.34211694455,29000.0,26.56235841362854,9262.828941527729,92.64705882352942,86.8716577540107,37051.3157661109,-500,2644.43,2637.95,13566.5302734375,13573.3203125,69.41999816894531,111.212,3.539,1291.1,2.75,1.0,2.75,1.875,3.4,2.0,0.5454545454545454,0.5454545454545454,-1.0,-1.411764705882353,0
2023-06-14,2023-06-14,295000,307500,288500,292000,448757,110,"446,199",312,"2,136","133,950",4.62247,75286.0,190.0,-15044.0,-60432.0,285700.0,277475.0,261048.0,64.3939393939394,6554.140174950415,5657.819888568504,277475.0,297206.02019396744,257743.97980603256,23000.0,156.64081712017753,9865.510096983726,65.55555555555556,85.08714596949892,39462.04038793489,-3000,2640.81,2619.08,13570.5595703125,13626.48046875,68.2699966430664,111.21633333333334,3.532,1277.5,3.333333333333333,1.0,3.333333333333333,2.75,1.875,3.4,2.0,0.5454545454545454,0.5454545454545454,-1.0,1
2023-06-15,2023-06-15,296000,302500,295500,300500,329373,0,"328,375",178,820,"98,869",4.69453,82732.0,6026.0,-34904.0,-53854.0,292200.0,278300.0,263280.0,73.91304347826087,7634.870972508914,6053.230105356587,278300.0,300415.4863578018,256184.51364219817,32500.0,117.75287584291947,11057.74317890092,84.44444444444444,80.88235294117648,44230.97271560365,4500,2629.24,2608.54,13572.8798828125,13782.8203125,70.62000274658203,111.22066666666667,3.58,1275.9,2.0,1.0,2.0,3.333333333333333,2.75,1.875,3.4,2.0,0.5454545454545454,0.5454545454545454,0
2023-06-16,2023-06-16,302500,303000,295000,297500,213190,0,"211,192",828,"1,170","63,589",3.69506,13088.0,1635.0,16108.0,-30831.0,295600.0,278575.0,265550.0,71.32867132867133,8155.274064926372,6473.6388972705445,278575.0,301528.67187688267,255621.32812311736,17000.0,-50.47897348224407,11476.83593844132,77.52808988764045,75.84269662921349,45907.34375376531,-5000,2623.57,2625.79,13859.0703125,13689.5703125,71.77999877929688,111.225,3.592,1280.1,2.0,1.0,2.0,2.0,3.333333333333333,2.75,1.875,3.4,2.0,0.5454545454545454,1
2023-06-20,,299500,303500,298000,300500,221852,36,"220,795",155,866,"66,751",3.17258,84739.0,-959.0,-18403.0,-65377.0,298200.0,280275.0,269950.0,68.70229007633588,9044.249173061224,7345.4788774439785,280275.0,306812.9073462058,253737.0926537942,6500.0,5.893415431612611,13268.95367310289,84.0909090909091,81.90330268981955,53075.81469241157,1000,2602.83,2604.91,13642.2900390625,13667.2900390625,70.5,111.24233333333333,3.591,1280.7,2.0,1.0,2.0,2.0,2.0,3.333333333333333,2.75,1.875,3.4,2.0,0
2023-06-21,2023-06-21,300500,303500,294500,296500,233629,37,"232,782",230,580,"69,890",3.08679,23065.0,-18763.0,16571.0,-20873.0,299100.0,281650.0,271780.0,66.66666666666666,8884.457564884971,7653.274614932177,281650.0,308575.0421492122,254724.9578507878,4500.0,-47.93863939726846,13462.52107460611,75.0,81.06060606060608,53850.08429842442,-4000,2599.19,2582.63,13620.8701171875,13502.2001953125,72.52999877929688,111.24666666666667,3.605,1282.2,1.0,1.0,1.0,2.0,2.0,2.0,3.333333333333333,2.75,1.875,3.4,1
2023-06-22,2023-06-22,295000,312500,291000,307000,560667,26,"558,908",238,"1,495","171,972",4.41657,122320.0,3497.0,-21023.0,-104794.0,300400.0,283350.0,273580.0,69.79865771812081,9495.624167426315,8021.744525431006,283350.0,312200.06613145774,254499.93386854226,6500.0,70.22251368509258,14425.033065728872,88.77551020408163,82.62213976499692,57700.13226291549,12000,2575.65,2593.7,13443.41015625,13630.6103515625,69.51000213623047,111.251,3.578,1291.5,1.75,1.0,1.75,1.0,2.0,2.0,2.0,3.333333333333333,2.75,1.875,0
2023-06-23,2023-06-23,307000,308500,297500,301000,246155,2,"244,223",453,"1,477","73,955",3.31843,35270.0,946.0,63471.0,-99687.0,301100.0,285025.0,275160.0,71.23287671232876,9387.61368032993,8294.918356410792,285025.0,313890.34071749117,256159.65928250883,3500.0,15.46273277358225,14432.67035874558,76.28865979381443,80.0213899992987,57730.68143498234,-6000,2599.04,2570.1,13484.099609375,13492.51953125,69.16000366210938,111.25533333333334,3.617,1291.4,1.4,1.0,1.4,1.75,1.0,2.0,2.0,2.0,3.333333333333333,2.75,0
2023-06-26,2023-06-26,299000,303500,296000,298000,125709,81,"123,643","1,389",596,"37,627",2.7685,17067.0,-262.0,-358.0,-16447.0,300600.0,286575.0,276630.0,73.2394366197183,8956.692487529886,8427.273182634612,286575.0,314684.3260418375,258465.67395816246,-2500.0,-43.25674821702627,14054.66302091877,69.47368421052632,78.1792847361408,56218.65208367506,-1000,2568.65,2582.2,13468.740234375,13335.7802734375,69.37000274658203,111.26833333333335,3.559,1302.2,2.0,1.0,2.0,1.4,1.75,1.0,2.0,2.0,2.0,3.333333333333333,0
2023-06-27,2023-06-27,298500,298500,285500,292000,289388,86,"288,024",205,"1,073","84,337",2.92207,35800.0,5419.0,52362.0,-93581.0,298900.0,287675.0,277760.0,65.75342465753425,8038.373120093544,8349.4931701264,287675.0,314756.3103158075,260593.68968419248,-8500.0,30.44191623244325,13540.655157903755,56.84210526315789,67.53481642249956,54162.62063161505,-6500,2581.02,2581.39,13389.25,13555.669921875,67.69999694824219,111.27266666666667,3.52,1303.8,3.142857142857143,1.0,3.142857142857143,2.0,1.4,1.75,1.0,2.0,2.0,2.0,0
2023-06-28,2023-06-28,294500,294500,284000,285000,166864,0,"164,909",367,"1,588","47,945",2.64668,8471.0,-5899.0,15125.0,-17697.0,296600.0,288125.0,278560.0,60.75949367088607,6668.882184123853,8013.370972925891,288125.0,314683.52524440887,261566.4747555911,-11500.0,-28.57735983118534,13279.262622204446,36.7816091954023,54.365799556362184,53117.05048881777,-9500,2590.52,2564.19,13506.01953125,13591.75,69.55999755859375,111.277,3.531,1303.1,2.0,1.0,2.0,3.142857142857143,2.0,1.4,1.75,1.0,2.0,2.0,0
2023-06-29,2023-06-29,284000,291000,278000,279500,187764,65,"185,446",728,"1,525","53,083",2.73075,-45500.0,-651.0,23293.0,22858.0,291100.0,288400.0,278970.0,49.30555555555555,5081.174103986588,7426.93159913803,288400.0,314451.7703206925,262348.2296793075,-27500.0,-66.51060255017684,13025.88516034625,4.3478260869565215,32.65718018183891,52103.540641385014,-4500,2564.02,2550.02,13592.3603515625,13591.330078125,69.86000061035156,111.28133333333334,3.534,1304.3,2.0,1.0,2.0,2.0,3.142857142857143,2.0,1.4,1.75,1.0,2.0,1
2023-06-30,,280500,284500,276000,281500,206049,1,"204,567",399,"1,082","57,758",2.58834,1555.0,-2860.0,41292.0,-39987.0,287200.0,288600.0,279400.0,39.6694214876033,3938.8823135202983,6729.321742014484,288600.0,314359.2088796468,262840.7911203532,-19500.0,-16.292986126627532,12879.60443982338,15.068493150684931,18.732642811014593,51518.417759293574,1000,2558.43,2564.28,13719.98046875,13787.919921875,70.63999938964844,111.28566666666667,3.767,1312.8,2.0,1.0,2.0,2.0,2.0,3.142857142857143,2.0,1.4,1.75,1.0,0
2023-07-03,2023-07-03,282500,284500,273000,279500,263649,5,"261,214","1,151","1,279","73,181",2.99843,3779.0,410.0,44134.0,-48323.0,283500.0,289075.0,279820.0,38.4,2839.4926507501514,5951.355923761618,289075.0,313716.16154131683,264433.83845868317,-18500.0,109.72961363148224,12320.580770658422,16.455696202531644,11.95733848005771,49282.323082633666,-3000,2580.89,2602.47,13798.7001953125,13816.76953125,69.79000091552734,111.35387096774194,3.496,1319.4,2.0,1.0,2.0,2.0,2.0,2.0,3.142857142857143,2.0,1.4,1.75,1
2023-07-05,2023-07-05,284500,285000,276000,280500,225458,67,"224,124",415,852,"63,330",2.83027,-9689.0,-3000.0,60071.0,-47382.0,281400.0,290700.0,280980.0,34.375,1703.5285984003567,4543.862647091957,290700.0,310866.1519435547,270533.8480564453,-4500.0,35.11482404832678,10083.075971777345,18.9873417721519,22.784810126582286,40332.30388710939,-4000,2593.47,2579.0,13772.099609375,13791.650390625,71.79000091552734,111.41774193548387,3.488,1301.7,-1.0625,0.0,-1.0625,2.0,2.0,2.0,2.0,3.142857142857143,2.0,1.4,0
2023-07-06,2023-07-06,280500,284500,276000,279500,214205,56,"212,399",310,"1,440","60,034",2.69386,1399.0,2071.0,14531.0,-18001.0,281400.0,291275.0,281570.0,35.48387096774192,1008.2915537139634,3836.748428416359,291275.0,309252.9836115414,273297.0163884586,0.0,14.082039155535671,8988.991805770685,16.455696202531644,22.784810126582286,35955.967223082785,-1000,2574.75,2556.29,13653.169921875,13679.0400390625,71.80000305175781,111.44967741935484,3.542,1300.8,0.0,0.0,0.0,-1.0625,2.0,2.0,2.0,2.0,3.142857142857143,2.0,1
2023-07-07,2023-07-07,280000,289500,280000,286000,277604,76,"276,310",119,"1,099","79,126",2.80282,55817.0,362.0,-40297.0,-15882.0,282300.0,291550.0,282110.0,38.93129770992366,970.6181819087942,3263.522379114846,291550.0,308994.3475990907,274105.6524009093,4500.0,34.727176545384836,8722.173799545366,32.91139240506329,22.784810126582286,34888.695198181435,6000,2547.41,2526.71,13668.0703125,13660.7197265625,73.86000061035156,111.48161290322581,3.588,1303.8,2.0,1.0,2.0,0.0,-1.0625,2.0,2.0,2.0,2.0,3.142857142857143,0
2023-07-10,2023-07-10,286000,288000,264000,267000,564140,91,"559,672","1,397","2,980","152,825",6.75011,-46298.0,-5244.0,143033.0,-91491.0,279800.0,290200.0,282240.0,30.1775147928994,-585.6286841140827,2493.6921664690603,290200.0,310748.78662060015,269651.21337939985,-12500.0,113.97388194152074,10274.393310300076,6.185567010309279,18.517551872634744,41097.5732412003,-19000,2528.08,2520.7,13645.3701171875,13685.48046875,72.98999786376953,111.57741935483871,3.582,1307.3,-2.0,0.0,-2.0,2.0,0.0,-1.0625,2.0,2.0,2.0,2.0,1
2023-07-11,2023-07-11,267000,273500,266500,270000,254572,248,"252,061","1,008","1,255","68,609",4.2038,-46372.0,-528.0,8860.0,38040.0,276600.0,289000.0,282340.0,34.1317365269461,-1558.9203462788719,1683.1696639194738,289000.0,311339.48592915596,266660.51407084404,-16000.0,-21.818098060593034,11169.74296457797,12.371134020618557,17.156031145330385,44678.97185831191,3000,2538.84,2562.49,13709.8095703125,13760.7001953125,74.83000183105469,111.60935483870968,3.556,1303.8,0.3333333333333333,1.0,0.3333333333333333,-2.0,2.0,0.0,-1.0625,2.0,2.0,2.0,0
2023-07-12,2023-07-12,272000,272500,261500,263000,302058,129,"299,704",458,"1,767","79,808",4.55212,-43807.0,-2040.0,43131.0,2716.0,273100.0,287550.0,282320.0,22.5,-2862.109878216812,774.1137554922168,287550.0,312662.16941308713,262437.83058691287,-17500.0,33.97528586255533,12556.084706543565,3.1914893617021276,7.249396797543329,50224.338826174266,-9000,2557.61,2574.72,13915.6396484375,13918.9599609375,75.75,111.64129032258064,3.527,1295.0,2.0,1.0,2.0,0.3333333333333333,-2.0,2.0,0.0,-1.0625,2.0,2.0,0
2023-07-13,2023-07-13,264500,264500,250500,259000,727720,69,"724,602","1,168","1,881","185,994",5.37915,-17750.0,112.0,80371.0,-62733.0,269000.0,285475.0,282100.0,23.07692307692308,-4169.599000068789,-214.62879561998432,285475.0,312838.96977971715,258111.03022028285,-20500.0,239.73063187133818,13681.984889858579,16.037735849056602,10.53345307712577,54727.93955943431,-5500,2589.89,2591.23,14021.150390625,14138.5703125,76.88999938964844,111.67322580645161,3.514,1291.4,1.0,1.0,1.0,2.0,0.3333333333333333,-2.0,2.0,0.0,-1.0625,2.0,0
2023-07-14,2023-07-14,261500,263500,254000,256500,285821,2,"281,956","1,168","2,695","73,797",4.23383,-20715.0,-3795.0,10095.0,14415.0,263100.0,283425.0,281540.0,23.22580645161291,-5345.898465906503,-1240.882729677288,283425.0,313045.8941192035,253804.1058807965,-29500.0,2.9599717583320126,14810.44705960175,12.5,10.576408403586251,59241.788238406996,-5000,2607.47,2628.3,14166.66015625,14113.7001953125,75.41999816894531,111.70516129032258,3.507,1276.2,2.333333333333333,1.0,2.333333333333333,1.0,2.0,0.3333333333333333,-2.0,2.0,0.0,-1.0625,1
2023-07-17,2023-07-17,259500,270500,258500,264500,413339,22,"410,599",474,"2,244","109,602",3.91383,25600.0,1657.0,-32748.0,5491.0,262600.0,281625.0,280940.0,32.704402515723274,-5568.402053489757,-2106.3865944397817,281625.0,311252.29005139496,251997.70994860504,-2500.0,-26.731130570425783,14813.645025697479,31.818181818181817,20.118639222412813,59254.580102789914,5000,2617.67,2619.0,14149.919921875,14244.9501953125,74.1500015258789,111.8009677419355,3.506,1265.8,2.6666666666666665,1.0,2.6666666666666665,2.333333333333333,1.0,2.0,0.3333333333333333,-2.0,2.0,0.0,0
2023-07-18,2023-07-18,268500,270000,263000,264500,221247,0,"214,431","5,540","1,276","58,852",3.43167,-12447.0,801.0,17074.0,-5428.0,261500.0,279825.0,280380.0,35.86206896551724,-5679.270652838633,-2820.963406119552,279825.0,308994.6940784711,250655.3059215289,-5500.0,-13.090599123234291,14584.847039235558,34.5679012345679,26.295361017583247,58339.38815694221,-4000,2624.59,2607.62,14212.25,14353.6396484375,75.75,111.83290322580646,3.51,1266.1,1.5,1.0,1.5,2.6666666666666665,2.333333333333333,1.0,2.0,0.3333333333333333,-2.0,2.0,0
2023-07-19,2023-07-19,266500,266500,255000,263500,209078,10,"206,666",598,"1,804","54,801",3.26352,-3894.0,574.0,-6412.0,9732.0,261600.0,278175.0,280070.0,38.23529411764706,-5781.184562267619,-3413.0076373491656,278175.0,307105.54295704607,249244.45704295393,500.0,-30.782167663164028,14465.271478523038,32.098765432098766,32.82828282828283,57861.08591409214,-3000,2622.24,2608.24,14398.5302734375,14358.01953125,75.3499984741211,111.86483870967743,3.502,1261.6,2.6666666666666665,1.0,2.6666666666666665,1.5,2.6666666666666665,2.333333333333333,1.0,2.0,0.3333333333333333,-2.0,1
2023-07-20,2023-07-20,264000,272500,260500,269000,250901,21,"249,380",285,"1,215","67,469",3.76369,29352.0,-512.0,-33687.0,4847.0,263600.0,276275.0,279900.0,41.25874125874127,-5356.402758404089,-3801.6866615601502,276275.0,302054.377723085,250495.62227691503,10000.0,-65.52231627549058,12889.688861542483,45.67901234567901,37.4485596707819,51558.75544616996,5000,2595.38,2600.23,14273.2900390625,14063.3095703125,75.62999725341797,111.8967741935484,3.528,1265.4,1.125,1.0,1.125,2.6666666666666665,1.5,2.6666666666666665,2.333333333333333,1.0,2.0,0.3333333333333333,0
2023-07-21,2023-07-21,267500,268000,255000,256500,458757,90,"455,397",241,"3,029","118,056",4.74429,-113627.0,-117.0,203315.0,-89571.0,263600.0,274050.0,279440.0,35.975609756097555,-5959.705872090475,-4233.290503666215,274050.0,298490.9061766715,249609.0938233285,0.0,60.505001381983824,12220.453088335747,14.814814814814813,30.864197530864207,48881.812353343004,-11000,2581.06,2609.76,14148.1796875,14032.8095703125,77.06999969482422,111.92870967741936,3.481,1265.8,2.6666666666666665,1.0,2.6666666666666665,1.125,2.6666666666666665,1.5,2.6666666666666665,2.333333333333333,1.0,2.0,1
2023-07-24,2023-07-24,256500,265000,256000,262000,311457,446,"309,343",139,"1,529","81,557",3.65902,8746.0,841.0,-91091.0,81504.0,263100.0,272250.0,279130.0,35.18518518518519,-5925.715936977649,-4571.7755903285015,272250.0,294465.4521851231,250034.5478148769,-2500.0,-24.648533044305037,11107.726092561556,29.48717948717949,29.99366888255778,44430.90437024622,5500,2608.47,2628.53,14081.6298828125,14058.8701171875,78.73999786376953,112.02451612903226,3.498,1281.7,2.6666666666666665,1.0,2.6666666666666665,2.6666666666666665,1.125,2.6666666666666665,1.5,2.6666666666666665,2.333333333333333,1.0,1
2023-07-25,2023-07-25,264000,278500,262000,271000,516976,47,"514,940",150,"1,839","140,804",5.29937,23728.0,-845.0,-56506.0,33623.0,264400.0,271200.0,278910.0,44.378698224852066,-5113.607401638757,-4680.141952590553,271200.0,291376.5888306751,251023.41116932489,6500.0,133.6646372606182,10088.294415337552,52.56410256410257,32.28869895536563,40353.17766135023,7000,2643.35,2636.46,14093.240234375,14144.5595703125,79.62999725341797,112.05645161290323,3.49,1283.8,3.4,1.0,3.4,2.6666666666666665,2.6666666666666665,1.125,2.6666666666666665,1.5,2.6666666666666665,2.333333333333333,0
2023-07-26,2023-07-26,274500,274500,257000,257000,403873,5,"401,807",382,"1,679","105,481",4.53239,-21294.0,1993.0,71723.0,-52422.0,263100.0,269800.0,278480.0,38.46153846153846,-5535.874419232074,-4851.288445918857,269800.0,289829.9775336873,249770.0224663127,-6500.0,93.16857823396053,10014.988766843659,16.666666666666664,32.90598290598292,40059.95506737463,-17500,2638.76,2592.36,14123.51953125,14127.2802734375,78.77999877929688,112.0883870967742,3.483,1280.7,5.0,1.0,5.0,3.4,2.6666666666666665,2.6666666666666665,1.125,2.6666666666666665,1.5,2.6666666666666665,1
2023-07-27,,258000,266500,258000,261500,264353,0,"261,254","1,002","2,097","69,522",3.54578,3768.0,-1161.0,-59514.0,56907.0,261600.0,268900.0,278030.0,37.17277486910995,-5444.6491547341575,-4969.960587681918,268900.0,288711.2142617845,249088.78573821546,-7500.0,5.361477236041307,9905.607130892264,29.333333333333332,32.854700854700866,39622.42852356905,3500,2599.82,2603.81,14319.16015625,14050.1103515625,80.08999633789062,112.12032258064517,3.446,1278.7,5.0,1.0,5.0,5.0,3.4,2.6666666666666665,2.6666666666666665,1.125,2.6666666666666665,1.5,0
2023-07-28,2023-07-28,259000,264500,254000,258500,183611,67,"181,029",174,"2,341","47,412",3.17945,-20667.0,543.0,23116.0,-2992.0,262000.0,267750.0,277360.0,44.65408805031447,-5550.4453246604535,-5086.057535077625,267750.0,287147.5039088733,248352.49609112667,2000.0,-59.97641452882463,9698.751954436666,28.57142857142857,24.857142857142865,38795.007817746635,-500,2593.67,2608.32,14199.830078125,14316.66015625,80.58000183105469,112.15225806451613,3.461,1273.4,1.5,1.0,1.5,5.0,5.0,3.4,2.6666666666666665,2.6666666666666665,1.125,2.6666666666666665,1
2023-07-31,2023-07-31,259500,264000,258000,262500,183430,0,"182,550",315,565,"47,935",2.95896,-13093.0,176.0,-27911.0,40828.0,262100.0,266900.0,276890.0,45.3416149068323,-5250.992804521171,-5119.044588966334,266900.0,285607.16158953204,248192.838410468,500.0,-41.1058348343431,9353.580794766007,42.857142857142854,33.587301587301596,37414.32317906406,3000,2628.87,2632.58,14337.900390625,14346.01953125,81.80000305175781,112.24806451612903,3.488,1280.0,1.0,1.0,1.0,1.5,5.0,5.0,3.4,2.6666666666666665,2.6666666666666665,1.125,0
2023-08-01,2023-08-01,261000,261500,250500,254000,379829,10,"377,834",638,"1,347","96,181",4.10686,-116920.0,-1255.0,144127.0,-25952.0,258700.0,265300.0,276350.0,44.51219512195122,-5634.601310913218,-5222.155933355712,265300.0,282545.5944030877,248054.4055969123,-17000.0,-26.528697657144622,8622.797201543855,12.5,27.97619047619048,34491.1888061754,-7000,2644.34,2667.07,14274.9296875,14283.91015625,81.37000274658203,112.28,3.455,1273.8,1.0,1.0,1.0,1.0,1.5,5.0,5.0,3.4,2.6666666666666665,2.6666666666666665,0
2023-08-02,2023-08-02,251500,258500,248000,252000,243418,34,"241,136",469,"1,779","61,440",3.23864,-42644.0,630.0,-7333.0,49347.0,257700.0,263875.0,276010.0,45.625,-6030.481464799668,-5383.821039644503,263875.0,280532.14640374546,247217.8535962545,-5000.0,-39.729073248273586,8328.57320187274,13.114754098360656,22.823965651834513,33314.29280749094,500,2651.53,2616.47,14132.73046875,13973.4501953125,79.48999786376953,112.29838709677419,3.436,1280.7,2.0,1.0,2.0,1.0,1.0,1.5,5.0,5.0,3.4,2.6666666666666665,0
2023-08-03,2023-08-03,253500,256500,246000,248000,222403,357,"218,605",658,"2,783","55,498",3.41881,-43544.0,531.0,11673.0,31340.0,255000.0,262300.0,275510.0,44.78527607361964,-6591.008862120449,-5625.258604139692,262300.0,278691.26853573415,245908.73146426585,-13500.0,-15.868932828452865,8195.634267867077,6.153846153846154,10.589533417402277,32782.53707146831,-5500,2624.76,2605.39,13899.759765625,13959.7197265625,81.55000305175781,112.31677419354838,3.45,1293.0,-1.0,0.0,-1.0,2.0,1.0,1.0,1.5,5.0,5.0,3.4,1
2023-08-04,2023-08-04,249000,272000,249000,272000,634142,20,"629,787","1,285","3,050","168,020",5.04027,70846.0,8899.0,-174743.0,94998.0,257700.0,261600.0,275600.0,53.846153846153854,-5040.527377262129,-5508.312358764179,261600.0,274567.976752472,248632.023247528,13500.0,245.37255393195397,6483.988376235996,80.0,33.08953341740227,25935.953504943987,23000,2606.17,2602.8,14025.9599609375,13909.240234375,82.81999969482422,112.33516129032257,3.503,1298.8,2.7142857142857144,1.0,2.7142857142857144,-1.0,2.0,1.0,1.0,1.5,5.0,5.0,1
